"","Bar","BURGLARY","BURGLARYHOUR","GRAND_LARCENY","GRAND_LARCENY_HOUR","RAPE","RAPEHOUR","FELONY_ASSAULT","FELONY_ASSAULT_HOUR","ROBBERY","ROBBERYHOUR","GRAND_LARCENY_OF_MOTOR_VEHICLE","GLMVHOUR","MURDER","MURDERHOUR"
"Occurrence","BUFFALO WILD WINGS GRILL & BAR","0","0","2015-09-16 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BUFFALO WILD WINGS GRILL & BAR","0","0","2015-09-16 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BUFFALO WILD WINGS GRILL & BAR","0","0","0","0","0","0","2015-09-21 16:00:00","16","0","0","0","0","0","0"
"Occurrence","LE CHEILE","2015-05-15 17:30:00","17","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LE CHEILE","0","0","2015-06-13 20:30:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LE CHEILE","2015-08-04 02:59:00","02","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","OX CART TAVERN","0","0","2015-08-13 23:10:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-03-02 15:30:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-06-19 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-06-23 08:00:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-09-05 19:30:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-09-06 11:30:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-09-21 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON STATION","0","0","2015-09-26 20:30:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LE SINGE VERT","0","0","2015-05-02 17:30:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LE SINGE VERT","0","0","0","0","0","0","0","0","2015-08-19 11:29:00","11","0","0","0","0"
"Occurrence","RIVERVIEW RESTAURANT & LOUNGE","0","0","2015-03-28 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","POUND & PENCE","0","0","2015-03-23 08:42:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","POUND & PENCE","0","0","2015-05-05 00:30:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOSS TWEED'S","0","0","0","0","0","0","0","0","2015-01-25 04:00:00","04","0","0","0","0"
"Occurrence","BOSS TWEED'S","0","0","0","0","0","0","2015-03-08 03:55:00","03","0","0","0","0","0","0"
"Occurrence","BOSS TWEED'S","0","0","2015-05-30 00:15:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOSS TWEED'S","0","0","2015-06-13 23:55:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOSS TWEED'S","0","0","2015-08-07 01:45:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOSS TWEED'S","0","0","2015-09-26 11:00:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SURYA INDIAN RESTAURANT","0","0","0","0","0","0","2015-07-26 03:45:00","03","0","0","0","0","0","0"
"Occurrence","TAVERNA KYCLADES EAST VILLAGE","0","0","2015-05-20 18:00:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TAVERNA KYCLADES EAST VILLAGE","2015-07-16 08:00:00","08","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","PEACHES","0","0","0","0","0","0","0","0","2015-07-21 18:20:00","18","0","0","0","0"
"Occurrence","MYSTIQUE","0","0","0","0","0","0","2015-01-30 03:40:00","03","0","0","0","0","0","0"
"Occurrence","MYSTIQUE","0","0","2015-02-28 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MYSTIQUE","0","0","2015-05-12 15:30:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MYSTIQUE","0","0","2015-09-27 03:30:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JACKSON HOLE","0","0","0","0","0","0","0","0","2015-04-09 23:30:00","23","0","0","0","0"
"Occurrence","JACKSON HOLE","0","0","2015-04-27 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JACKSON HOLE","0","0","0","0","0","0","0","0","0","0","2015-07-01 19:00:00","19","0","0"
"Occurrence","KARAOKE BOHO","0","0","2015-05-18 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KARAOKE BOHO","0","0","2015-06-19 22:30:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KARAOKE BOHO","0","0","2015-08-12 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-01-31 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-02-07 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-02-13 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-02-21 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","0","0","0","0","2015-02-21 23:00:00","23","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-02-22 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","0","0","0","0","2015-02-24 01:30:00","01","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","2015-02-25 13:00:00","13","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-03-07 01:50:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-03-28 00:30:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-03-31 03:30:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-05-10 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-06-07 15:00:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","2015-06-18 04:15:00","04","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-08-12 03:30:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","0","0","0","0","2015-08-16 23:00:00","23","0","0","0","0","0","0"
"Occurrence","UNCLE TED'S","0","0","2015-09-05 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE PARK","0","0","2015-03-03 00:45:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHIPOTLE MEXICAN GRILL","0","0","2015-06-26 23:45:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHIPOTLE MEXICAN GRILL","0","0","2015-07-20 22:30:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JAKE'S DILEMMA","0","0","0","0","0","0","2015-02-07 01:15:00","01","0","0","0","0","0","0"
"Occurrence","JAKE'S DILEMMA","0","0","2015-04-19 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JAKE'S DILEMMA","0","0","2015-06-06 18:00:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JAKE'S DILEMMA","0","0","2015-06-18 15:00:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JAKE'S DILEMMA","0","0","2015-07-15 09:05:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JAKE'S DILEMMA","0","0","2015-09-29 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOBO","0","0","2015-04-29 17:45:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOBO","0","0","2015-09-24 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GOOD ENOUGH TO EAT","0","0","0","0","0","0","0","0","2015-04-09 23:30:00","23","0","0","0","0"
"Occurrence","GOOD ENOUGH TO EAT","0","0","2015-04-27 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GOOD ENOUGH TO EAT","0","0","0","0","0","0","0","0","0","0","2015-07-01 19:00:00","19","0","0"
"Occurrence","TASTE OF IDIA II","0","0","0","0","0","0","0","0","2015-08-07 00:15:00","00","0","0","0","0"
"Occurrence","LA CARAFE","0","0","2015-01-21 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LA CARAFE","0","0","2015-02-08 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LA CARAFE","0","0","0","0","0","0","2015-03-08 01:45:00","01","0","0","0","0","0","0"
"Occurrence","LA CARAFE","0","0","2015-04-12 11:55:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EMPORIO","0","0","2015-02-28 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EMPORIO","0","0","2015-04-28 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EMPORIO","0","0","2015-06-05 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EMPORIO","2015-06-24 09:30:00","09","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ATLANTIC GRILL WEST","0","0","2015-02-14 19:35:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ATLANTIC GRILL WEST","2015-02-25 11:40:00","11","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ATLANTIC GRILL WEST","2015-04-18 19:00:00","19","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ATLANTIC GRILL WEST","2015-05-30 20:21:00","20","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RANCHO ALEGRE","0","0","0","0","0","0","2015-05-30 00:30:00","00","0","0","0","0","0","0"
"Occurrence","THE MEATBALL SHOP","0","0","2015-01-29 23:10:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE MEATBALL SHOP","0","0","0","0","0","0","0","0","0","0","0","0","2015-06-14 01:05:00","01"
"Occurrence","THE MEATBALL SHOP","0","0","2015-07-03 01:30:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE MEATBALL SHOP","0","0","2015-07-13 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE MEATBALL SHOP","0","0","2015-07-15 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LAS MARGARITAS","0","0","0","0","0","0","2015-05-03 00:50:00","00","0","0","0","0","0","0"
"Occurrence","LAS MARGARITAS","0","0","0","0","0","0","2015-06-21 01:05:00","01","0","0","0","0","0","0"
"Occurrence","THE MEATBALL SHOP","0","0","2015-06-27 05:30:00","05","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE MEATBALL SHOP","0","0","2015-07-31 11:30:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-02-08 00:30:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-03-11 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-03-15 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-03-23 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-04-01 02:15:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","2015-04-08 04:15:00","04","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-04-10 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","0","0","0","0","2015-04-25 04:30:00","04","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-05-02 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-05-13 18:00:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-05-29 22:30:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-06-16 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-06-22 04:53:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-06-24 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","2015-06-28 23:55:00","23","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-07-01 09:45:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-07-05 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","0","0","0","0","0","0","2015-07-15 15:00:00","15","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-07-19 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-07-30 15:13:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-09-14 19:20:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","0","0","0","0","0","0","2015-09-17 04:40:00","04","0","0","0","0"
"Occurrence","GAROTA DE IPANEMA","0","0","2015-09-19 04:20:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GREEK KITCHEN","0","0","2015-03-03 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GREEK KITCHEN","2015-07-19 23:30:00","23","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GREEK KITCHEN","0","0","0","0","0","0","2015-08-20 20:35:00","20","0","0","0","0","0","0"
"Occurrence","FESTAC GRILL AFRICAN RESTAURANT","0","0","0","0","0","0","2015-06-21 00:50:00","00","0","0","0","0","0","0"
"Occurrence","FULTONGRAND BAR","0","0","0","0","0","0","0","0","2015-03-14 23:45:00","23","0","0","0","0"
"Occurrence","ECCO! THE ITALIAN SALOON","0","0","0","0","0","0","0","0","2015-05-03 00:30:00","00","0","0","0","0"
"Occurrence","1020","0","0","0","0","0","0","0","0","2015-06-08 14:20:00","14","0","0","0","0"
"Occurrence","1020","0","0","0","0","0","0","0","0","2015-08-07 04:30:00","04","0","0","0","0"
"Occurrence","NYDC CAFE","0","0","0","0","0","0","0","0","2015-01-26 04:00:00","04","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-01-25 00:50:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-02-27 13:00:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-03-05 19:15:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-03-08 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-03-18 11:00:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","0","0","0","0","0","0","2015-03-19 10:30:00","10","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-03-19 21:42:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-04-19 08:15:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-04-30 20:30:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","0","0","0","0","0","0","2015-05-04 08:20:00","08","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-06-02 22:15:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","0","0","0","0","0","0","2015-06-12 18:15:00","18","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-06-13 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","2015-06-14 17:50:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RED LOBSTER #6298","0","0","0","0","0","0","0","0","2015-08-25 19:15:00","19","0","0","0","0"
"Occurrence","RADEGAST HALL AND BIERGARTEN","0","0","2015-03-14 13:00:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RADEGAST HALL AND BIERGARTEN","0","0","0","0","0","0","0","0","0","0","2015-06-14 11:00:00","11","0","0"
"Occurrence","RADEGAST HALL AND BIERGARTEN","0","0","2015-08-01 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RADEGAST HALL AND BIERGARTEN","0","0","2015-08-01 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BROOKLYN SOCIAL","0","0","0","0","0","0","0","0","2015-04-06 21:25:00","21","0","0","0","0"
"Occurrence","TROPICAL JADE GARDEN RESTAURANT","0","0","0","0","0","0","0","0","2015-01-26 20:00:00","20","0","0","0","0"
"Occurrence","TROPICAL JADE GARDEN RESTAURANT","0","0","0","0","0","0","0","0","2015-03-23 14:55:00","14","0","0","0","0"
"Occurrence","TROPICAL JADE GARDEN RESTAURANT","0","0","0","0","0","0","0","0","2015-05-25 22:00:00","22","0","0","0","0"
"Occurrence","LE MONDE","0","0","0","0","0","0","2015-06-25 17:30:00","17","0","0","0","0","0","0"
"Occurrence","LE MONDE","0","0","2015-07-27 15:35:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AA JING","0","0","2015-04-27 20:17:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AA JING","0","0","2015-07-09 13:25:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BLOCKHEADS BURRITOS","0","0","2015-07-28 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HAVANA SOCIAL NYC","0","0","0","0","0","0","0","0","2015-06-11 00:40:00","00","0","0","0","0"
"Occurrence","FIFTH ESTATE","0","0","2015-07-23 13:40:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JIMMY'S","0","0","2015-05-25 08:30:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JIMMY'S","2015-08-16 12:00:00","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JIMMY'S","0","0","2015-08-24 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MARYANN'S","0","0","0","0","0","0","0","0","2015-02-01 19:47:00","19","0","0","0","0"
"Occurrence","CROXLEY AVE B","0","0","2015-05-10 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CROXLEY AVE B","0","0","2015-07-05 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCHILLER'S","2015-07-17 12:45:00","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JACKBAR","0","0","2015-08-24 01:55:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","0","0","0","0","0","0","2015-02-23 02:45:00","02","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","0","0","0","0","0","0","2015-04-23 10:38:00","10","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","0","0","0","0","0","0","2015-04-25 17:20:00","17","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","2015-05-11 14:20:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","2015-05-13 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","2015-06-18 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SHOWMANS CAFE","0","0","2015-07-03 07:23:00","07","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CITY RIBS","0","0","0","0","0","0","0","0","2015-04-11 23:30:00","23","0","0","0","0"
"Occurrence","CITY RIBS","0","0","0","0","0","0","0","0","2015-05-12 10:40:00","10","0","0","0","0"
"Occurrence","CITY RIBS","0","0","0","0","0","0","0","0","2015-06-16 03:08:00","03","0","0","0","0"
"Occurrence","CITY RIBS","0","0","0","0","0","0","0","0","2015-09-07 04:35:00","04","0","0","0","0"
"Occurrence","CAFE KATJA","0","0","2015-04-22 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","PIORA","2015-02-05 00:30:00","00","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","PIORA","0","0","2015-06-01 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CIENFUEGOS, AMOR Y AMARGO AND MOTHER OF PEARL ROOM","0","0","2015-07-31 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MARCO POLO RESTAURANT","0","0","2015-07-30 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MARCO POLO RESTAURANT","0","0","2015-08-13 22:32:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","NASSAU BAR & GRILL","0","0","2015-03-06 23:17:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","NASSAU BAR & GRILL","0","0","0","0","0","0","2015-03-14 03:15:00","03","0","0","0","0","0","0"
"Occurrence","BOSSA NOVA","0","0","0","0","0","0","0","0","0","0","2015-01-04 20:00:00","20","0","0"
"Occurrence","BOSSA NOVA","0","0","0","0","0","0","0","0","2015-02-03 18:00:00","18","0","0","0","0"
"Occurrence","EL DORADO RESTAURANT","0","0","0","0","0","0","0","0","0","0","2015-01-18 00:00:00","00","0","0"
"Occurrence","EL DORADO RESTAURANT","0","0","0","0","0","0","2015-04-05 03:30:00","03","0","0","0","0","0","0"
"Occurrence","EL DORADO RESTAURANT","0","0","0","0","0","0","2015-04-05 03:30:00","03","0","0","0","0","0","0"
"Occurrence","EL DORADO RESTAURANT","0","0","0","0","0","0","2015-04-05 03:30:00","03","0","0","0","0","0","0"
"Occurrence","EL DORADO RESTAURANT","0","0","0","0","0","0","2015-08-21 10:15:00","10","0","0","0","0","0","0"
"Occurrence","THE*OLIVE GARDEN ITALIAN #1451","0","0","2015-03-14 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE*OLIVE GARDEN ITALIAN #1451","0","0","2015-08-09 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE HALF KING","0","0","2015-03-31 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE HALF KING","0","0","2015-06-12 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE HALF KING","0","0","2015-09-17 01:15:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BAEKJEONG, KANG HODONG BAEKJEONG","0","0","0","0","0","0","0","0","2015-05-04 04:30:00","04","0","0","0","0"
"Occurrence","HORCHATA","0","0","2015-06-22 13:04:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TOBY'S PUBLIC HOUSE","0","0","0","0","0","0","0","0","2015-04-25 23:30:00","23","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-01-04 01:30:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-02-11 08:00:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-03-04 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-03-14 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-03-26 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","0","0","0","0","2015-03-28 15:00:00","15","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-04-18 19:45:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","2015-04-25 00:30:00","00","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","0","0","0","0","2015-05-02 22:25:00","22","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-05-02 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-05-05 23:35:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-05-19 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-06-19 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-07-04 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","0","0","0","0","0","0","2015-07-04 03:40:00","03","0","0","0","0"
"Occurrence","TRUE BLUE","2015-07-23 20:50:00","20","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-07-24 13:30:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-08-08 02:10:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-09-03 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-09-05 02:15:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-09-07 01:30:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TRUE BLUE","0","0","2015-09-24 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","REDEMPTION BAR","0","0","0","0","0","0","0","0","2015-03-13 01:00:00","01","0","0","0","0"
"Occurrence","RED LION","0","0","0","0","0","0","2015-07-26 03:45:00","03","0","0","0","0","0","0"
"Occurrence","LA BOTTEGA/MARITIME HOTEL","0","0","2015-02-13 00:30:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LAS DELICIAS BAKERY","0","0","0","0","0","0","2015-06-17 02:00:00","02","0","0","0","0","0","0"
"Occurrence","LIGHTHOUSE","0","0","0","0","0","0","2015-08-02 18:25:00","18","0","0","0","0","0","0"
"Occurrence","PETROSSIAN","0","0","0","0","0","0","2015-06-20 01:15:00","01","0","0","0","0","0","0"
"Occurrence","DUCKS EATERY","0","0","2015-02-15 05:30:00","05","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DUCKS EATERY","0","0","0","0","0","0","2015-03-18 15:00:00","15","0","0","0","0","0","0"
"Occurrence","DUCKS EATERY","0","0","2015-06-11 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ENIDS","0","0","0","0","0","0","2015-07-17 16:25:00","16","0","0","0","0","0","0"
"Occurrence","ANCHORED INN","0","0","2015-04-13 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SIGNATURE & FABERGE","0","0","2015-08-28 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCORPION BAR","0","0","0","0","0","0","0","0","2015-07-13 13:30:00","13","0","0","0","0"
"Occurrence","LACE TWO","0","0","2015-01-02 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LACE TWO","0","0","2015-01-14 11:30:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LACE TWO","0","0","0","0","0","0","2015-01-16 23:00:00","23","0","0","0","0","0","0"
