"License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
1281633,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","OSTERIA GRANO LLC","TAVERNA DI BACCO","175 LUDLOW ST","","NEW YORK","NY",10002,830909,"12/16/2014","12/16/2014","11/30/2016",40.72189,-73.98768,"(40.72189, -73.98768)"
1260018,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","347 EAST 85TH PARTNERS LLC","LUNA ROSSA","347 E 85TH ST","","NEW YORK","NY",10028,856646,"02/23/2012","02/01/2016","01/31/2018",40.77671105,-73.95109855,"(40.77671105, -73.95109855)"
1281624,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","RATHFARNHAM, LLC","ALBATROSS BAR","36-19 24TH AVE","","ASTORIA","NY",11103,832110,"08/14/2015","08/14/2015","07/31/2017",40.77046,-73.91269,"(40.77046, -73.91269)"
1178554,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","462 UNION AVENUE BAR LLC","MACRI PARK","462 UNION AVENUE","","BROOKLYN","NY",11211,849784,"06/27/2007","06/01/2015","05/31/2017",40.71421803,-73.95159662,"(40.71421803, -73.95159662)"
1274277,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","M & B 1438 CORP","BOOTLEG BAR","1438 MYRTLE AVE","","BROOKLYN","NY",11438,856752,"02/14/2014","02/01/2016","01/31/2018",40.69866438,-73.91717042,"(40.69866438, -73.91717042)"
1196943,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","MAGNA RESTAURANT LLC","","35 25 FARRINGTON ST","35TH AVE & NORTHERN BLVD.","FLUSHING","NY",11354,834330,"02/29/2008","02/01/2014","01/31/2016",40.76415891,-73.83158891,"(40.76415891, -73.83158891)"
1023995,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HANBAT RESTAURANT INC","","53 W 35TH STREET","","NEW YORK","NY",10001,854395,"","11/01/2015","10/31/2017",40.75001985,-73.98608797,"(40.75001985, -73.98608797)"
1108756,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHINA CLASSIC RESTAURANT ENTERPRISES, INC","CHEF HO'S PEKING DUCK GRILL","1720 2ND AVE","89TH  & 90TH STREETS","NEW YORK","NY",10128,838797,"","11/01/2014","10/31/2016",40.77995226,-73.95011707,"(40.77995226, -73.95011707)"
1108750,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AAM HOLDING CORP","PRIVATE EYES","316 318 320 WEST 45TH STREET","","NEW YORK","NY",10036,836748,"09/11/2000","09/01/2014","08/31/2016",40.75937489,-73.98903182,"(40.75937489, -73.98903182)"
1281549,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BB KARAOKE INC","","40-30 MURRAY ST","","FLUSHING","NY",11354,831597,"05/11/2015","05/11/2015","04/30/2017",40.76379,-73.81278,"(40.76379, -73.81278)"
1108851,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BARMAR LLC","LA PALAPA","77 ST MARKS PLACE","","NEW YORK","NY",10003,839192,"","11/01/2014","10/31/2016",40.72780004,-73.98563717,"(40.72780004, -73.98563717)"
1196969,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PEACEFUL ENTERPRISE CORP","1/2/3","738 10TH AVE","50TH & 51ST ST.","NEW YORK","NY",10019,802603,"03/31/2008","03/01/2014","02/29/2016",40.76484015,-73.99157269,"(40.76484015, -73.99157269)"
1274307,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NICKY MEATBALLS INC","","483 AMSTERDAM AVE","","NEW YORK","NY",10024,855932,"01/24/2014","01/01/2016","12/31/2017",40.78581178,-73.97636583,"(40.78581178, -73.97636583)"
1281515,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","LA CANELA RESTAURANT & CAFE INC","","25-79 STEINWAY ST","","ASTORIA","NY",11103,846016,"04/27/2015","04/27/2015","03/31/2017",40.76791,-73.91182,"(40.76791, -73.91182)"
1281509,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","FOWLER HOSPITALITY LLC","","131-35 FOWLER AVE","","FLUSHING","NY",11355,831336,"03/25/2015","03/25/2015","02/28/2017",40.75191,-73.83369,"(40.75191, -73.83369)"
1166692,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","OHANA RESTAURANT CORP","OHANA JAPANESE HIBACH SEAFOOD/STK","500 CITY ISLAND AVENUE","","BRONX","NY",10464,850685,"08/19/2005","08/01/2015","07/31/2017",40.85204328,-73.78901009,"(40.85204328, -73.78901009)"
1216729,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CAFE MIX INC","","730 61ST STREET","7TH AVE & 8TH AVE","BROOKLYN","NY",11220,846709,"06/19/2009","06/01/2015","05/31/2017",40.63576816,-74.01169162,"(40.63576816, -74.01169162)"
1108878,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","S A V ASSOCIATED INC","TURKUAZ","2637 BROADWAY","","NEW YORK","NY",10025,838016,"","09/01/2014","08/31/2016",40.79719612,-73.97013223,"(40.79719612, -73.97013223)"
1274315,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","KATARINA BAR & GRILL INC","","125-22 QUEENS BLVD","","KEW GARDENS","NY",11415,810354,"01/27/2014","01/27/2014","12/31/2015",40.71188064,-73.8260697,"(40.71188064, -73.8260697)"
1161775,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","INTERNATIONAL FOOD HOUSE INC","ALBERT'S MOFONGO","217 DYCKMAN ST AKA 4762A 4762B","BROADWAY & VERMILYEA STREET","NEW YORK","NY",10040,831838,"05/11/2005","06/08/2015","04/30/2017",40.86552057,-73.92718592,"(40.86552057, -73.92718592)"
1281427,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","RAW SUGAR BROOKLYN LLC","GEORGE & JACKS","103 BERRY ST","","BROOKLYN","NY",11211,831007,"01/02/2015","01/02/2015","12/31/2016",40.71896,-73.9583,"(40.71896, -73.9583)"
1216609,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THE SYMPHONY SPACE INC","BAR THALIA","2537 BROADWAY","BROADWAY & WEST 95TH STREET","NEW YORK","NY",10025,843119,"01/30/2009","01/01/2015","12/31/2016",40.79395695,-73.97249394,"(40.79395695, -73.97249394)"
1216569,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","633 RESTAURANT CORP","TAQUERIA DE LOS MUERTOS","663 WASHINGTON AVE","ST MARK'S","BROOKLYN","NY",11238,846999,"06/03/2009","06/01/2015","05/31/2017",40.67744578,-73.96360586,"(40.67744578, -73.96360586)"
1122961,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","DADDYS REST CORP","DADDY'S","437 GRAHAM AVENUE","","BROOKLYN","NY",11211,856701,"02/06/2002","02/01/2016","01/31/2018",40.71818269,-73.94506997,"(40.71818269, -73.94506997)"
1274328,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MAGPIE'S NEST LLC","LUCKY LUNA","167 NASSAU AVE","","BROOKLYN","NY",11222,855333,"12/05/2013","12/01/2015","11/30/2017",40.72515855,-73.94657116,"(40.72515855, -73.94657116)"
1134648,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TWENTY ONES INC","40/40 CLUB","1115 17 BROADWAY AKA 6 W 25 ST","","NEW YORK","NY",10010,849198,"06/13/2003","06/01/2015","05/31/2017",40.74285558,-73.98888096,"(40.74285558, -73.98888096)"
1156364,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","STANTON RESTAURANT CORP","EPSTEINS","82 STANTON STREET","","NEW YORK","NY",10002,841609,"11/22/2004","11/01/2014","10/31/2016",40.72156721,-73.98868532,"(40.72156721, -73.98868532)"
1281383,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","TJ HUA QIAO USA INC","DIY KARAOKE","133-35 ROOSEVELT AVE","","FLUSHING","NY",11354,830840,"12/03/2014","12/03/2014","11/30/2016",40.75897,-73.83325,"(40.75897, -73.83325)"
1274342,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ODOSAY INC","INJERA RESTAURANT","11 ABINGDON SQUARE","","NEW YORK","NY",10014,856629,"02/18/2014","02/01/2016","01/31/2018",40.73685667,-74.00529496,"(40.73685667, -74.00529496)"
1040466,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","SEAN OG ENTERPRISES LLC","","60 02 WOODSIDE AVE","","WOODSIDE","NY",11377,839352,"12/04/2002","12/01/2014","11/30/2016",40.74504827,-73.90443705,"(40.74504827, -73.90443705)"
1274351,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CIPURA INC","CIPURA RESTAURANT","1901 EMMONS AVE","STORE 2","BROOKLYN","NY",11235,830981,"12/29/2014","12/29/2014","11/30/2016",40.58361235,-73.94959744,"(40.58361235, -73.94959744)"
1281353,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THEATRE REFRESHMENT CO OF NY INC & MIDSUMMER","THEATRICALS LLC DBA LITTLE SHUBERT THEATRE","422 W 42ND ST","","NEW YORK","NY",10036,831167,"02/10/2015","02/10/2015","01/31/2017",40.75877,-73.9936,"(40.75877, -73.9936)"
1216166,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BEER LLC","THE AVENUE RESTAURANT BAR AND GRILL","71 22 MYRTLE AVENUE","","GLENDALE","NY",11385,832093,"04/14/2010","08/11/2015","03/31/2016",40.70200083,-73.87932781,"(40.70200083, -73.87932781)"
1108998,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","CASA MILANO LTD","CAFFE PORTOFINO","2008 WILLIAMSBRIDGE ROAD","","BRONX","NY",10461,837722,"","09/01/2014","08/31/2016",40.85435974,-73.8544427,"(40.85435974, -73.8544427)"
1281342,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MAITE GROUP LLC, THE","","159 CENTRAL AVE","","BROOKLYN","NY",11221,831119,"01/29/2015","01/29/2015","12/31/2016",40.69924,-73.92671,"(40.69924, -73.92671)"
1216151,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","V & M PIZZERIA INC","VESUVIO PIZZERIA & RESTAURANT","7303 05 3RD AVENUE","73RD STREET & 74TH STREET","BROOKLYN","NY",11209,845270,"04/15/2009","04/01/2015","03/31/2017",40.68662332,-73.9797368,"(40.68662332, -73.9797368)"
1288932,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","UPPER WEST HOSPITALITY LLC","CRAVE FISHBAR","428 AMSTERDAM AVE","","NEW YORK","NY",10024,839615,"12/08/2015","12/08/2015","11/30/2017",40.78427,-73.97772,"(40.78427, -73.97772)"
1281323,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","THE 474 GROUP INC","BROOKLYN EATS","474 MYRTLE AVE","","BROOKLYN","NY",11205,830652,"10/22/2014","10/22/2014","09/30/2016",40.69335,-73.96634,"(40.69335, -73.96634)"
1122690,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BLUE SMOKE LLC","JAZZ STANDARD","116 E 27TH STREET","LEXINGTON AVE & PARK AVE SOUTH","NEW YORK","NY",10016,788657,"03/04/2002","03/01/2014","02/29/2016",40.7423041,-73.98372281,"(40.7423041, -73.98372281)"
1274362,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MGM GROUP INC","ROMANOFF RESTAURANT","2670 CONEY ISLAND AVE","","BROOKLYN","NY",11235,855256,"11/13/2013","11/01/2015","10/31/2017",40.59156014,-73.96073968,"(40.59156014, -73.96073968)"
1274363,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","NUEVA SABROSURA INC","SABROSURA 2 RESTAURANT","1806 WESTCHESTER AVE","","BRONX","NY",10472,855215,"12/05/2013","12/01/2015","11/30/2017",40.83192262,-73.86604431,"(40.83192262, -73.86604431)"
1216059,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","T K RESTAURANT CORP","SQUARE DINER","33 LEONARD ST","W BROADWAY & HUDSON ST","NEW YORK","NY",10013,842667,"01/02/2009","01/01/2015","12/31/2016",40.71837141,-74.00716442,"(40.71837141, -74.00716442)"
1197180,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","TSM RESTAURANT LLC","BUTTERMILK CHANNEL RESTAURANT","524 COURT STREET","","BROOKLYN","NY",11231,839335,"11/06/2008","11/01/2014","10/31/2016",40.67588063,-73.99909801,"(40.67588063, -73.99909801)"
1281289,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ROUND 2 CAF? AND CATERING CORP","","1165 UTICA AVE","STORE #1","BROOKLYN","NY",11203,839649,"12/14/2015","12/14/2015","11/30/2017",40.64421,-73.9295,"(40.64421, -73.9295)"
1040036,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","PRIMO AMORE CORP","","34 33 FRANCIS LEWIS BLVD","","BAYSIDE","NY",11360,838288,"","10/01/2014","09/30/2016",40.76603405,-73.78940612,"(40.76603405, -73.78940612)"
1215966,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","2008 EL REY RESTAURANT CORP","","147 13 HILLSIDE AVE","HILLSIDE AVE & 148TH ST","JAMAICA","NY",11435,847422,"07/17/2009","07/28/2015","06/30/2017",40.70587547,-73.80964267,"(40.70587547, -73.80964267)"
1215806,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","TRIANGLE APPLE LLC","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","2201 NOSTRAND AVENUE","","BROOKLYN","NY",11210,841637,"12/08/2008","12/01/2014","11/30/2016",40.63102109,-73.9474235,"(40.63102109, -73.9474235)"
1166606,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","FABIANIB CORP","TANTRA LOUNGE","35 50 31ST STREET","35TH & 36TH AVENUES","ASTORIA","NY",11106,853586,"10/31/2005","10/01/2015","09/30/2017",40.75735682,-73.92920875,"(40.75735682, -73.92920875)"
1215661,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","662 FULTON ST RESTAURANT CORP","DENIZ TURKISH CUISINE","662 FULTON STREET","S ELLIOTT PL & LAFAYETTE AVE","BROOKLYN","NY",11217,831211,"02/19/2009","02/01/2015","01/31/2017",40.68671526,-73.97557269,"(40.68671526, -73.97557269)"
1281225,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","CAMPANIA OF SI INC","CAMPANIA COAL FIRED PIZZA S.I.","3900 RICHMOND AVE","","STATEN ISLAND","NY",10312,789337,"10/08/2014","10/08/2014","09/30/2016",40.54287,-74.1639,"(40.54287, -74.1639)"
1281219,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EQUINOX SC UPPER E SIDE INC & SCNY CAFE MNMT INC","TERRACE GRILLE","330 E 61ST ST","ROOF","NEW YORK","NY",10065,831052,"01/14/2015","01/14/2015","12/31/2016",40.76132,-73.96229,"(40.76132, -73.96229)"
1215605,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MIDTOWN TAJ INC","DARBAR GRILL","157 E 55TH ST","","NEW YORK","NY",10022,844798,"03/06/2009","03/01/2015","02/28/2017",40.75942963,-73.96947602,"(40.75942963, -73.96947602)"
1215571,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","GRACE LANES LLC","JIB LANES","67 19 PARSONS BLVD","","FLUSHING","NY",11365,846666,"06/26/2009","06/01/2015","05/31/2017",40.73492319,-73.81047405,"(40.73492319, -73.81047405)"
1215556,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","BRIAD RESTAURANT GROUP LLC","TGI FRIDAY'S","1750 1780 E GUN HILL RD","","BRONX","NY",10469,850368,"08/26/2009","08/01/2015","07/31/2017",40.86356997,-73.83343723,"(40.86356997, -73.83343723)"
1281186,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FOUR HAPPY MEN LLC","LOOSIE ROUGE","91 S 6TH ST","","BROOKLYN","NY",11211,831253,"03/04/2015","03/04/2015","02/28/2017",40.71099,-73.96486,"(40.71099, -73.96486)"
1257289,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SITE 25 RESTAURANT CONCEPTS LLC","WEI WEST","102 NORTH END AVE SITE 107","","NEW YORK","NY",10282,856283,"12/20/2011","12/01/2015","11/30/2017",40.71503102,-74.01587979,"(40.71503102, -74.01587979)"
1274397,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BEST ELEMENT INC","BEDFORD FUSION CAFE","197 BEDFORD AVE","","BROOKLYN","NY",11211,855524,"01/17/2014","01/01/2016","12/31/2017",40.71732537,-73.9582992,"(40.71732537, -73.9582992)"
1281160,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PASTA BAR BY SCOTTO II LLC","VA PRESTO BY SCOTTO","750 8TH AVE","","NEW YORK","NY",10036,830798,"11/21/2014","11/21/2014","10/31/2016",40.75976,-73.98742,"(40.75976, -73.98742)"
1024068,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VELKONEL RESTAURANT INC","CAFE 31","220 W 31ST STREET","","NEW YORK","NY",10001,835090,"","05/01/2014","04/30/2016",40.74956082,-73.99323155,"(40.74956082, -73.99323155)"
1279037,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","LA PRINCESA DEL RODEO CORP","","1177B WHEELER AVE 2ND FL LOFT","","BRONX","NY",10472,830930,"12/17/2014","12/17/2014","11/30/2016",40.82788,-73.88004,"(40.82788, -73.88004)"
1274420,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","3RD STREET CAFE INC","CASA BLANCA","189 E 3RD ST","","NEW YORK","NY",10009,810859,"05/14/2014","05/14/2014","04/30/2016",40.72286301,-73.98344881,"(40.72286301, -73.98344881)"
1257272,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","J AND W CAFE LLC","BATTERSBY","255 SMITH ST","","BROOKLYN","NY",11231,855113,"11/14/2011","11/01/2015","10/31/2017",40.68313886,-73.99281324,"(40.68313886, -73.99281324)"
1257346,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","SIDE STREET LOUNGE INC","SIDE STREET LOUNGE","1330 BLONDELL AVE","","BRONX","NY",10461,854082,"10/27/2011","10/01/2015","09/30/2017",40.84156881,-73.84182929,"(40.84156881, -73.84182929)"
1281061,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHELSEA RESTAURANT OWNER LLC, CHELSEA DYNASTY LLC","& RHOMBUS LLC  DBA: EL QUIJOTE","226 W 23RD ST","","NEW YORK","NY",10011,831013,"01/05/2015","01/05/2015","12/31/2016",40.74438,-73.99646,"(40.74438, -73.99646)"
1215245,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PUNTO DE SABOR INC","","1464 SAINT NICHOLAS AVENUE","183RD & 184TH STREETS","NEW YORK","NY",10033,841873,"11/03/2008","12/01/2014","11/30/2016",40.85068429,-73.93263393,"(40.85068429, -73.93263393)"
1281034,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAMMY MUSOVIC LLC","SELENA ROSA","1712 2ND AVE","","NEW YORK","NY",10128,830802,"11/24/2014","11/24/2014","10/31/2016",40.77949,-73.95014,"(40.77949, -73.95014)"
1274439,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","DON PANCHO VILLA RESTAURANT LTD","","189 BORINQUEN PL","","BROOKLYN","NY",11211,830659,"10/23/2014","10/23/2014","09/30/2016",40.71078731,-73.95285415,"(40.71078731, -73.95285415)"
1259972,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AERO LOUNGE NYC LLC","","3847 10TH AVE","","NEW YORK","NY",10034,838650,"10/09/2012","10/01/2014","09/30/2016",40.86362744,-73.9195992,"(40.86362744, -73.9195992)"
1259973,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MARIAS INTERNATIONAL RESTAURANT CORP","","2896 FULTON ST","","BROOKLYN","NY",11207,834131,"02/13/2012","02/01/2014","01/31/2016",40.67892501,-73.88783735,"(40.67892501, -73.88783735)"
1215147,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","JAAK 773 INC","","773 CONEY ISLAND AVENUE","CORTELYOU RD & DORCHESTER RD","BROOKLYN","NY",11218,853141,"06/15/2009","09/04/2015","05/31/2017",40.63845934,-73.96841458,"(40.63845934, -73.96841458)"
1197260,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","L & L FAMILY INC","NEW GREEN DRAGON","4111 4113 E TREMONT AVE","MILES AVE & LAWTON AVE","BRONX","NY",10465,855921,"02/15/2008","02/01/2016","01/31/2018",40.81885344,-73.81703615,"(40.81885344, -73.81703615)"
1162120,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LAURA CHRISTY LLC","VALBELLA ENCORE","421 W 13TH ST","9TH STREET","NEW YORK","NY",10014,847063,"09/27/2005","09/01/2015","08/31/2017",40.74070089,-74.00676785,"(40.74070089, -74.00676785)"
1280998,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","174 RIVINGTON STREET CORP","","174 RIVINGTON ST","","NEW YORK","NY",10002,831252,"03/04/2015","02/20/2015","01/31/2017",40.71908,-73.98442,"(40.71908, -73.98442)"
1280981,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","BASES LOADED SPORTS BAR INC","","2997 WESTCHESTER AVE","","BRONX","NY",10461,830769,"11/14/2014","11/14/2014","10/31/2016",40.84734,-73.83228,"(40.84734, -73.83228)"
1280974,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TRES AMIGOS CORP","LA PULPERIA 84 NYC","1626 2ND AVE","","NEW YORK","NY",10028,830728,"11/06/2014","11/06/2014","10/31/2016",40.7766,-73.95229,"(40.7766, -73.95229)"
1215091,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","DIA POJANGMACHA INC","","35 30A FARRINGTON STREET","NORTHERN BLVD & 35TH AVENUE","FLUSHING","NY",11354,849110,"06/09/2009","06/01/2015","05/31/2017",40.76406122,-73.8317024,"(40.76406122, -73.8317024)"
1003947,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","FAYS DOWNSTAIRS TAVERN INC","THE WILLIAMSBRIDGE TAVERN","1556 WILLIAMSBRIDGE RD","","BRONX","NY",10461,843287,"02/06/1998","02/01/2015","01/31/2017",40.84617728,-73.84799626,"(40.84617728, -73.84799626)"
1274452,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VIETNAAM LLC","","1700 2ND AVE","","NEW YORK","NY",10128,856477,"01/02/2014","01/01/2016","12/31/2017",40.77918378,-73.95075546,"(40.77918378, -73.95075546)"
1214980,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SD HOSPITALITY CORP","THE PONY BAR","637 10TH AVENUE","","NEW YORK","NY",10036,848310,"04/16/2009","04/01/2015","03/31/2017",40.76159572,-73.9941124,"(40.76159572, -73.9941124)"
1109034,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BARTOLI'S PIZZERIA & REST INC","GINO'S","7414 5TH AVENUE","","BROOKLYN","NY",11209,837553,"","10/01/2014","09/30/2016",40.63019442,-74.02242511,"(40.63019442, -74.02242511)"
1280921,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MARIACHIS RESTAURANT CORP","","61 WARREN ST","","NEW YORK","NY",10007,830864,"12/08/2014","12/08/2014","11/30/2016",40.71474,-74.00937,"(40.71474, -74.00937)"
1122160,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","104TH STREET RESTAURANT INC.","TONYS PIZZERIA RESTAURANT","45 18 104TH STREET","45TH AVENUE & 46TH AVENUE","CORONA","NY",11368,834187,"02/11/2002","02/01/2014","01/31/2016",40.74687286,-73.86022705,"(40.74687286, -73.86022705)"
1109047,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BOOGALOO BAR INC","DUFF'S BROOKLYN","168 MARCY AVENUE","","BROOKLYN","NY",11211,846611,"09/12/2000","06/01/2015","05/31/2017",40.70882561,-73.95772952,"(40.70882561, -73.95772952)"
1197286,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DLA RESTAURANTS LLC","MERMAID OYSTER BAR","79 81 MACDOUGAL ST SOUTH STORE","HOUTSON STREET & BLEEKER ST","NEW YORK","NY",10012,855485,"12/07/2007","12/01/2015","11/30/2017",40.72880387,-74.00158274,"(40.72880387, -74.00158274)"
1214810,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MOOSE & MONKEY CORP","JOE & MISSESDOE","45 E 1ST ST","1ST & 2ND AVE","NEW YORK","NY",10003,846664,"05/21/2009","05/07/2015","04/30/2017",40.72373719,-73.98971492,"(40.72373719, -73.98971492)"
1214794,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BLUE RUIN INC","BLUE RUIN","538 9TH AVENUE","39TH & 40TH STREETS","NEW YORK","NY",10036,845947,"04/06/2009","04/13/2015","03/31/2017",40.75709168,-73.99350169,"(40.75709168, -73.99350169)"
1214733,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","88 KTV INC","","97 BOWERY STREET","HESTER & GRAND STREETS","NEW YORK","NY",10002,843321,"02/13/2009","02/01/2015","01/31/2017",40.71734958,-73.99530581,"(40.71734958, -73.99530581)"
1274480,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FMFS OF TIMES SQUARE LLC","BUFFALO WILD WINGS GRILL & BAR","253 W 47TH ST","","NEW YORK","NY",10036,810869,"05/15/2014","05/15/2014","04/30/2016",40.75976796,-73.98594281,"(40.75976796, -73.98594281)"
